record_offset	va	opcode	sld_file	sld_line	function	function_va	match_status	disposition	decoded_body
0x39aa89	0x800bbfd0	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	252	CarIO_ReStart__Fv	0x800bbfa4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 252)
0x39aa8f	0x800bbfd8	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	253	CarIO_ReStart__Fv	0x800bbfa4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 253)
0x39aa94	0x800bbfd8	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	253	CarIO_ReStart__Fv	0x800bbfa4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 253)
0x39aa9a	0x800bbff0	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	253	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 253)
0x39aaa0	0x800bbff0	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	258	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 5 (to 258)
0x39aaa6	0x800bbff0	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	258	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 258)
0x39aaac	0x800bbff0	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	259	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 259)
0x39aab1	0x800bbff0	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	259	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 259)
0x39aab7	0x800bbff8	0x86	C:\nfs4\GAME\PSX\CARIO.CPP	258	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Set SLD linenum to 258
0x39aac0	0x800bc000	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	259	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 259)
0x39aac5	0x800bc000	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	259	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 259)
0x39aacb	0x800bc00c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	264	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 5 (to 264)
0x39aad1	0x800bc024	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	266	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 266)
0x39aad7	0x800bc028	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	267	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 267)
0x39aadc	0x800bc028	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	267	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 267)
0x39aae2	0x800bc034	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	268	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 268)
0x39aae7	0x800bc034	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	268	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 268)
0x39aaed	0x800bc050	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	270	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 270)
0x39aaf3	0x800bc054	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	271	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 271)
0x39aaf8	0x800bc054	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	271	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 271)
0x39aafe	0x800bc058	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	272	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 272)
0x39ab03	0x800bc058	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	272	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 272)
0x39ab09	0x800bc068	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	276	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 4 (to 276)
0x39ab0f	0x800bc06c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	278	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 278)
0x39ab15	0x800bc074	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	279	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 279)
0x39ab1a	0x800bc074	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	279	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 279)
0x39ab20	0x800bc078	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	280	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 280)
0x39ab25	0x800bc078	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	280	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 280)
0x39ab2b	0x800bc084	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	283	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 283)
0x39ab31	0x800bc094	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	285	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 285)
0x39ab37	0x800bc098	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	287	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 287)
0x39ab3d	0x800bc09c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	291	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 4 (to 291)
0x39ab43	0x800bc0ac	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	295	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 4 (to 295)
0x39ab49	0x800bc0b4	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	298	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 298)
0x39ab4f	0x800bc0b8	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	299	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 299)
0x39ab54	0x800bc0b8	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	299	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 299)
0x39ab5a	0x800bc0c4	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	303	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 4 (to 303)
0x39ab60	0x800bc0c8	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	304	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 304)
0x39ab65	0x800bc0c8	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	304	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 304)
0x39ab6b	0x800bc0cc	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	305	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 305)
0x39ab70	0x800bc0cc	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	305	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 305)
0x39ab76	0x800bc0d8	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	308	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 308)
0x39ab7c	0x800bc0d8	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	310	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 310)
0x39ab82	0x800bc0dc	0x86	C:\nfs4\GAME\PSX\CARIO.CPP	308	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Set SLD linenum to 308
0x39ab8b	0x800bc0e0	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	310	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 310)
0x39ab91	0x800bc0e4	0x86	C:\nfs4\GAME\PSX\CARIO.CPP	308	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Set SLD linenum to 308
0x39ab9a	0x800bc0f0	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	310	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 310)
0x39aba0	0x800bc0fc	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	312	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 312)
0x39aba6	0x800bc100	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	314	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 314)
0x39abac	0x800bc108	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	315	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 315)
0x39abb1	0x800bc108	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	315	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 315)
0x39abb7	0x800bc10c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	318	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 318)
0x39abbd	0x800bc118	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	322	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 4 (to 322)
0x39abc3	0x800bc11c	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	323	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 323)
0x39abc8	0x800bc11c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	323	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 323)
0x39abce	0x800bc120	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	324	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 324)
0x39abd3	0x800bc120	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	324	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 324)
0x39abd9	0x800bc12c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	327	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 327)
0x39abdf	0x800bc130	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	328	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 328)
0x39abe4	0x800bc130	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	328	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 328)
0x39abea	0x800bc134	0x86	C:\nfs4\GAME\PSX\CARIO.CPP	327	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Set SLD linenum to 327
0x39abf3	0x800bc13c	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	328	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 328)
0x39abf8	0x800bc13c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	328	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 328)
0x39abfe	0x800bc144	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	330	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 330)
0x39ac04	0x800bc160	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	332	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 332)
0x39ac0a	0x800bc170	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	334	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 334)
0x39ac10	0x800bc174	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	337	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 337)
0x39ac16	0x800bc18c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	339	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 339)
0x39ac1c	0x800bc1a4	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	342	CarIO_CopyFromShape__FPsT0iiii	0x800bbff0	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 342)
0x39ac22	0x800bc1b4	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	342	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 342)
0x39ac28	0x800bc1b4	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	347	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 5 (to 347)
0x39ac2e	0x800bc1b4	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	347	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 347)
0x39ac34	0x800bc1bc	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	348	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 348)
0x39ac39	0x800bc1bc	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	348	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 348)
0x39ac3f	0x800bc1c0	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	349	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 349)
0x39ac44	0x800bc1c0	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	349	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 349)
0x39ac4a	0x800bc1d0	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	353	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 4 (to 353)
0x39ac50	0x800bc204	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	354	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 354)
0x39ac55	0x800bc204	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	354	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 354)
0x39ac5b	0x800bc204	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	355	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 355)
0x39ac60	0x800bc204	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	355	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 355)
0x39ac66	0x800bc210	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	359	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 4 (to 359)
0x39ac6c	0x800bc214	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	371	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 12 (to 371)
0x39ac72	0x800bc218	0x86	C:\nfs4\GAME\PSX\CARIO.CPP	361	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Set SLD linenum to 361
0x39ac7b	0x800bc220	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	362	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 362)
0x39ac80	0x800bc220	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	362	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 362)
0x39ac86	0x800bc228	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	363	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 363)
0x39ac8b	0x800bc228	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	363	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 363)
0x39ac91	0x800bc230	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	364	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 364)
0x39ac96	0x800bc230	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	364	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 364)
0x39ac9c	0x800bc234	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	366	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 366)
0x39aca2	0x800bc238	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	367	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 367)
0x39aca7	0x800bc238	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	367	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 367)
0x39acad	0x800bc23c	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	368	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 368)
0x39acb2	0x800bc23c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	368	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 368)
0x39acb8	0x800bc240	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	370	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 2 (to 370)
0x39acbe	0x800bc244	0x80	C:\nfs4\GAME\PSX\CARIO.CPP	371	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum (to 371)
0x39acc3	0x800bc244	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	371	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 371)
0x39acc9	0x800bc24c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	374	CarIO_CopyToShape__FPsT0i	0x800bc1b4	PASS	BINARY_ORDER_EXACT_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 3 (to 374)
0x39accf	0x800bc25c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	374	CarIO_CreateLicense__FPcii	0x800bc25c	FAR	RESIDUAL_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 374)
0x39acd5	0x800bc25c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	379	CarIO_CreateLicense__FPcii	0x800bc25c	FAR	RESIDUAL_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 5 (to 379)
0x39acdb	0x800bc25c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	379	CarIO_CreateLicense__FPcii	0x800bc25c	FAR	RESIDUAL_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 0 (to 379)
0x39ace1	0x800bc270	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	390	CarIO_CreateLicense__FPcii	0x800bc25c	FAR	RESIDUAL_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 11 (to 390)
0x39ace7	0x800bc274	0x86	C:\nfs4\GAME\PSX\CARIO.CPP	379	CarIO_CreateLicense__FPcii	0x800bc25c	FAR	RESIDUAL_SOURCE_SEMANTICS_REVIEW	Set SLD linenum to 379
0x39acf0	0x800bc28c	0x82	C:\nfs4\GAME\PSX\CARIO.CPP	390	CarIO_CreateLicense__FPcii	0x800bc25c	FAR	RESIDUAL_SOURCE_SEMANTICS_REVIEW	Inc SLD linenum by byte 11 (to 390)
